service_tier,promised_transit_days,handling_lead_days,serve_distance_km,line_count,unit_total,consignment_value,mean_markdown,same_day_workload,zone_weekly_bookings,arrival_slip_days
3.0,4.0,2.0,1376.0112453091901,5.0,14.0,1043.90001678,0.0760000022,56.0,143.0,-2.0
3.0,4.0,3.0,873.4137531729288,5.0,9.0,769.91001508,0.1339999996,56.0,100.0,-1.0
3.0,4.0,4.0,2271.9340264868924,2.0,7.0,350.0,0.0199999995,56.0,79.0,0.0
3.0,4.0,5.0,2272.272821382972,1.0,5.0,250.0,0.0,56.0,70.0,1.0
3.0,4.0,6.0,2614.3608500175524,1.0,2.0,99.95999908,0.170000002,56.0,143.0,2.0
3.0,4.0,2.0,1470.1276555417342,5.0,12.0,709.9499931,0.1120000002,56.0,143.0,-2.0
2.0,2.0,3.0,2495.636861740463,3.0,7.0,569.9399949,0.11333333266666668,56.0,143.0,1.0
3.0,4.0,4.0,2129.1134397480114,4.0,10.0,599.91999432,0.11499999925,56.0,143.0,0.0
3.0,4.0,2.0,3137.7518217894176,3.0,7.0,999.9200287,0.12666666733333334,56.0,100.0,-2.0
1.0,1.0,2.0,849.4002597463378,4.0,7.0,745.92001724,0.18999999925,56.0,100.0,1.0
2.0,2.0,4.0,3179.2477356838012,1.0,1.0,59.99000168,0.25,56.0,70.0,2.0
2.0,2.0,5.0,1396.1733185797677,1.0,1.0,129.9900055,0.200000003,56.0,70.0,3.0
2.0,2.0,6.0,2161.9826697635353,5.0,8.0,1253.9300309,0.14000000159999998,56.0,70.0,4.0
2.0,2.0,2.0,3142.565381638162,1.0,1.0,59.99000168,0.200000003,56.0,143.0,0.0
2.0,2.0,3.0,1650.2603216074722,1.0,1.0,299.980011,0.059999999,56.0,143.0,1.0
2.0,2.0,4.0,2272.778767745816,1.0,1.0,199.9900055,0.159999996,56.0,143.0,2.0
3.0,4.0,5.0,2270.644172372337,1.0,1.0,299.980011,0.050000001,56.0,143.0,1.0
3.0,4.0,2.0,487.11208016808564,3.0,14.0,609.9100036,0.110000001,56.0,70.0,-2.0
3.0,4.0,4.0,2271.9532057616625,4.0,7.0,869.9400254,0.07249999900000001,56.0,100.0,0.0
3.0,4.0,5.0,2271.255504307956,3.0,5.0,329.97000504,0.10333333666666666,56.0,79.0,1.0
0.0,0.0,0.0,3085.505614119478,2.0,5.0,229.98000336,0.114999998,56.0,143.0,1.0
1.0,1.0,2.0,1680.7834036738918,3.0,7.0,707.9400177,0.08666666733333334,56.0,79.0,1.0
1.0,1.0,2.0,1544.9196828903068,2.0,2.0,599.9700164999999,0.155000001,56.0,79.0,1.0
1.0,1.0,2.0,1383.6802384665227,1.0,1.0,199.9900055,0.129999995,56.0,70.0,1.0
3.0,4.0,2.0,1515.5371586569324,2.0,2.0,179.97000504,0.1000000005,56.0,143.0,-2.0
3.0,4.0,4.0,3159.0388580611184,4.0,7.0,509.94001008,0.13000000174999998,56.0,79.0,0.0
3.0,4.0,5.0,3051.8396632182175,3.0,12.0,313.90999603,0.15000000233333333,56.0,70.0,1.0
3.0,4.0,6.0,1306.467848828812,3.0,5.0,559.9500122,0.09999999766666667,56.0,79.0,2.0
3.0,4.0,2.0,2269.5096594722395,2.0,2.0,799.960022,0.1400000005,56.0,79.0,-2.0
3.0,4.0,3.0,1577.120289676098,2.0,5.0,299.95000458,0.124999996,56.0,70.0,-1.0
2.0,2.0,5.0,2299.6134155832547,3.0,9.0,359.91000746,0.11999999966666668,56.0,70.0,3.0
2.0,2.0,6.0,1440.3526276680248,2.0,7.0,261.9599991,0.0950000025,56.0,143.0,4.0
2.0,2.0,2.0,1448.7208393189983,2.0,6.0,429.9400177,0.065,56.0,143.0,0.0
3.0,4.0,5.0,1322.2688320067834,2.0,3.0,149.95999908,0.1449999995,56.0,70.0,1.0
3.0,4.0,6.0,2273.994348001222,5.0,13.0,1089.8500328,0.07800000139999999,56.0,79.0,2.0
3.0,4.0,2.0,2583.4228509871896,5.0,14.0,1349.8200226,0.0499999992,56.0,143.0,-2.0
2.0,2.0,3.0,1191.0467885272064,2.0,2.0,799.960022,0.109999999,56.0,100.0,1.0
2.0,2.0,4.0,1253.39839313386,4.0,9.0,599.91001126,0.1199999995,56.0,100.0,2.0
3.0,4.0,5.0,2267.7440283620344,5.0,14.0,1127.9200286999999,0.1539999984,56.0,100.0,1.0
2.0,2.0,6.0,2270.8622402725555,4.0,13.0,1099.8700103,0.09500000175000001,56.0,143.0,4.0
3.0,4.0,2.0,1309.9211576738203,3.0,5.0,579.9100189,0.13000000266666667,56.0,143.0,-2.0
3.0,4.0,3.0,1583.555228425933,5.0,13.0,894.9000206,0.09800000119999999,56.0,79.0,-1.0
3.0,4.0,4.0,2272.846682242847,1.0,4.0,127.9599991,0.129999995,56.0,100.0,0.0
3.0,4.0,5.0,512.72245107668,3.0,7.0,449.8900071,0.11666666933333332,56.0,100.0,1.0
3.0,4.0,6.0,3068.8021361663878,2.0,2.0,164.98000718,0.1150000005,56.0,100.0,2.0
3.0,4.0,2.0,1238.875851168998,3.0,3.0,349.9600029,0.09333333433333334,56.0,100.0,-2.0
3.0,4.0,3.0,2273.7570917314606,3.0,6.0,244.93000416,0.04666666833333333,56.0,100.0,-1.0
3.0,4.0,4.0,2267.5265549558944,2.0,6.0,329.9700012,0.0499999995,56.0,100.0,0.0
3.0,4.0,5.0,2111.4100501576904,4.0,6.0,709.9000244,0.09000000075,55.0,100.0,1.0
3.0,4.0,6.0,2272.9629953091794,3.0,6.0,769.9300232,0.05000000000000001,55.0,70.0,2.0
3.0,4.0,2.0,723.5606399762862,4.0,10.0,641.9400101,0.07749999875000001,55.0,70.0,-2.0
3.0,4.0,3.0,2269.288653347511,4.0,6.0,1049.9500275,0.07249999900000001,55.0,100.0,-1.0
3.0,4.0,4.0,2272.072857121473,1.0,1.0,199.9900055,0.039999999,55.0,100.0,0.0
3.0,4.0,5.0,3135.470469913221,2.0,6.0,499.9400177,0.0149999995,55.0,100.0,1.0
3.0,4.0,6.0,969.4489892753115,4.0,4.0,839.94002154,0.12500000275,55.0,100.0,2.0
3.0,4.0,2.0,1022.0542449926603,1.0,1.0,299.980011,0.129999995,55.0,100.0,-2.0
3.0,4.0,4.0,1341.6903596018287,4.0,8.0,909.8600159,0.029999999750000002,55.0,70.0,0.0
3.0,4.0,6.0,3061.0933775888507,3.0,7.0,689.97001268,0.10333333566666665,55.0,70.0,2.0
3.0,4.0,2.0,1655.452931864702,2.0,2.0,259.980011,0.2250000015,55.0,70.0,-2.0
3.0,4.0,3.0,1020.4656269023932,1.0,1.0,399.980011,0.02,55.0,70.0,-1.0
2.0,2.0,4.0,3176.9649379407406,3.0,3.0,309.98000718000003,0.10333333033333335,55.0,70.0,2.0
3.0,4.0,5.0,2270.7617207398644,5.0,11.0,599.8600006,0.1120000012,55.0,143.0,1.0
3.0,4.0,2.0,2725.9468829722546,1.0,1.0,39.99000168,0.090000004,55.0,143.0,-2.0
3.0,4.0,3.0,2341.4581628876685,3.0,9.0,469.840004,0.110000002,55.0,100.0,-1.0
3.0,4.0,4.0,1419.3939130391693,1.0,1.0,299.980011,0.119999997,55.0,70.0,0.0
3.0,4.0,5.0,2723.607810945459,1.0,1.0,129.9900055,0.170000002,55.0,70.0,1.0
3.0,4.0,6.0,1449.6649140279792,1.0,4.0,199.9199982,0.159999996,55.0,100.0,2.0
3.0,4.0,2.0,1284.4596555589621,5.0,15.0,969.90001298,0.0859999992,55.0,79.0,-2.0
3.0,4.0,3.0,1556.7475759348667,1.0,3.0,299.9700012,0.029999999,55.0,79.0,-1.0
3.0,4.0,4.0,2078.447876357655,3.0,3.0,309.980011,0.14333333299999998,55.0,79.0,0.0
3.0,4.0,5.0,2269.2217977283517,2.0,5.0,269.9200058,0.060000000500000004,55.0,79.0,1.0
3.0,4.0,6.0,2265.4715960982926,2.0,5.0,319.9499969,0.0949999975,55.0,143.0,2.0
1.0,1.0,2.0,465.38836866930814,5.0,10.0,1029.9100342,0.0979999992,55.0,79.0,1.0
2.0,2.0,4.0,1568.6525858525504,5.0,9.0,969.8900222999999,0.0719999996,55.0,79.0,2.0
2.0,2.0,6.0,3157.4362428959794,3.0,8.0,849.8600006,0.066666669,55.0,100.0,4.0
3.0,4.0,2.0,3315.27212562225,3.0,7.0,357.9500046,0.14666666566666667,55.0,79.0,-2.0
3.0,4.0,3.0,2271.985932875808,5.0,12.0,949.7600059199999,0.1380000002,55.0,70.0,-1.0
3.0,4.0,4.0,2273.7684038855245,3.0,3.0,459.9700165,0.14666666833333333,55.0,79.0,0.0
1.0,1.0,2.0,2268.5791339895127,3.0,8.0,699.8800049,0.110000001,55.0,79.0,1.0
1.0,1.0,2.0,2267.9652169681995,5.0,10.0,1019.8900146799999,0.1000000034,55.0,79.0,1.0
1.0,1.0,2.0,2127.194427000455,5.0,14.0,1199.7700043,0.0880000024,55.0,79.0,1.0
1.0,1.0,2.0,1587.4316351302452,1.0,1.0,399.980011,0.159999996,55.0,79.0,1.0
1.0,1.0,2.0,3525.5388890081895,4.0,10.0,594.85000037,0.10000000125,55.0,79.0,1.0
1.0,1.0,2.0,1314.8207855169283,1.0,4.0,99.95999908,0.07,55.0,79.0,1.0
1.0,1.0,2.0,1350.8563694130585,3.0,11.0,489.84000396,0.06333333133333334,55.0,79.0,1.0
1.0,1.0,2.0,2267.6636859965624,3.0,7.0,499.95000458,0.11000000333333333,55.0,70.0,1.0
1.0,1.0,2.0,2269.338558217046,3.0,5.0,549.9400177,0.056666668,55.0,70.0,1.0
2.0,2.0,6.0,1282.8570419424118,5.0,12.0,1379.86003882,0.080000002,55.0,70.0,4.0
1.0,1.0,2.0,2268.062739572237,5.0,7.0,801.9200191499999,0.11999999880000001,55.0,70.0,1.0
2.0,2.0,4.0,956.8855005771236,2.0,6.0,599.9300079,0.0649999985,55.0,100.0,2.0
3.0,4.0,5.0,1364.118509400834,2.0,2.0,329.980011,0.1100000015,55.0,143.0,1.0
3.0,4.0,6.0,3492.46294220114,2.0,4.0,299.93999478,0.089999998,55.0,143.0,2.0
2.0,2.0,4.0,2270.4031418526833,3.0,7.0,659.9200134,0.07666666566666668,55.0,143.0,2.0
2.0,2.0,2.0,479.241043790581,4.0,9.0,739.9300232,0.03499999975,55.0,79.0,0.0
1.0,1.0,2.0,2078.447876357655,3.0,6.0,649.9600067,0.04666666666666667,55.0,79.0,1.0
2.0,2.0,4.0,3174.744075348694,3.0,4.0,427.95001604,0.110000001,55.0,79.0,2.0
3.0,4.0,5.0,1448.3850969813714,1.0,1.0,399.980011,0.100000001,55.0,100.0,1.0
3.0,4.0,6.0,1363.1962754560514,5.0,5.0,1049.92003254,0.108000001,55.0,143.0,2.0
3.0,4.0,2.0,632.6007482734077,5.0,5.0,919.940033,0.0300000006,55.0,143.0,-2.0
3.0,4.0,3.0,1357.9466960332763,2.0,6.0,399.94001006,0.1850000025,55.0,143.0,-1.0
3.0,4.0,5.0,2585.7903559136503,4.0,12.0,749.87000278,0.11499999625,55.0,100.0,1.0
3.0,4.0,6.0,2299.7577492795585,4.0,6.0,609.93001938,0.08500000099999999,55.0,79.0,2.0
3.0,4.0,2.0,1502.602336764902,2.0,2.0,439.97001267999997,0.07,55.0,79.0,-2.0
3.0,4.0,3.0,1422.390092850792,5.0,12.0,1049.92001346,0.08200000199999999,52.0,143.0,-1.0
3.0,4.0,4.0,764.2315194642853,2.0,5.0,599.980011,0.060000000500000004,52.0,143.0,0.0
3.0,4.0,6.0,1409.7565515072454,5.0,13.0,1629.8500519,0.1480000018,52.0,143.0,2.0
3.0,4.0,2.0,1432.2564725897334,2.0,3.0,319.9700089,0.0599999985,52.0,143.0,-2.0
3.0,4.0,3.0,2268.3857673936022,4.0,9.0,869.9000244,0.0725000015,52.0,70.0,-1.0
3.0,4.0,5.0,2270.493360956616,2.0,10.0,549.9500122,0.1499999985,52.0,100.0,1.0
3.0,4.0,6.0,1380.911687755967,4.0,10.0,949.9500122,0.0775000005,52.0,100.0,2.0
3.0,4.0,2.0,1083.3659274588456,2.0,2.0,329.980011,0.12000000100000001,52.0,143.0,-2.0
3.0,4.0,3.0,7261.812062955768,4.0,6.0,499.9600029,0.1625000005,52.0,143.0,-1.0
1.0,1.0,2.0,2088.9742458411797,5.0,11.0,1229.8900299,0.08400000040000001,52.0,143.0,1.0
1.0,1.0,2.0,1186.5290145441693,4.0,4.0,859.9500275,0.09250000024999999,52.0,70.0,1.0
1.0,1.0,2.0,2272.7633904083436,1.0,1.0,50.0,0.059999999,52.0,79.0,1.0
1.0,1.0,2.0,2272.256115332135,5.0,10.0,979.93000036,0.15200000060000002,52.0,79.0,1.0
1.0,1.0,2.0,2725.435270101161,1.0,1.0,129.9900055,0.119999997,52.0,79.0,1.0
2.0,2.0,4.0,2271.7395606532355,5.0,12.0,1009.8800202,0.118000002,52.0,79.0,2.0
1.0,1.0,2.0,1572.0790589810372,5.0,15.0,969.80000304,0.0780000008,52.0,100.0,1.0
1.0,1.0,2.0,1238.7501892324015,3.0,6.0,379.9900055,0.140000003,52.0,143.0,1.0
2.0,2.0,2.0,1097.8531664387465,1.0,1.0,399.980011,0.01,52.0,143.0,0.0
3.0,4.0,3.0,2273.202092868868,5.0,11.0,1254.8800201,0.0699999998,52.0,100.0,-1.0
3.0,4.0,4.0,302.8268949447993,2.0,4.0,249.9600067,0.1500000005,52.0,79.0,0.0
3.0,4.0,5.0,1395.8814436618486,5.0,11.0,1029.84002686,0.095999999,52.0,143.0,1.0
3.0,4.0,6.0,1126.338669899094,4.0,6.0,939.960022,0.097500002,52.0,100.0,2.0
0.0,0.0,0.0,3061.899118477505,5.0,13.0,769.91001126,0.0880000012,52.0,100.0,0.0
2.0,2.0,4.0,3135.148423981304,1.0,1.0,399.980011,0.170000002,52.0,70.0,2.0
2.0,2.0,5.0,1264.404324084856,4.0,5.0,669.94001388,0.07749999875,52.0,143.0,3.0
2.0,2.0,6.0,1572.292582287673,3.0,8.0,649.980011,0.13333333533333333,52.0,143.0,4.0
2.0,2.0,2.0,1397.0675393514948,5.0,10.0,1129.8600234799999,0.0599999982,52.0,143.0,0.0
2.0,2.0,3.0,3116.3892511883287,3.0,6.0,339.94001008,0.13666666533333335,52.0,143.0,1.0
2.0,2.0,4.0,3497.4224179790262,2.0,4.0,449.9200134,0.074999998,52.0,143.0,2.0
2.0,2.0,5.0,3089.359061729068,4.0,7.0,513.9600144,0.142500003,52.0,143.0,3.0
2.0,2.0,6.0,2272.430104809812,4.0,4.0,1229.9300385,0.137500001,52.0,143.0,4.0
2.0,2.0,2.0,487.11208016808564,5.0,5.0,1429.920044,0.09399999960000001,52.0,143.0,0.0
2.0,2.0,4.0,1359.0692487428096,5.0,12.0,951.8400116,0.1320000022,52.0,100.0,2.0
2.0,2.0,5.0,1132.5148247277173,4.0,10.0,825.89002992,0.11749999950000001,52.0,143.0,3.0
2.0,2.0,6.0,2268.822128503056,2.0,8.0,479.9200134,0.079999997,52.0,143.0,4.0
3.0,4.0,2.0,610.0896422196032,4.0,8.0,819.9500198999999,0.1525,52.0,143.0,-2.0
1.0,1.0,2.0,2267.9108658304276,3.0,4.0,359.94000626,0.166666668,52.0,79.0,1.0
1.0,1.0,2.0,2585.7903559136503,4.0,12.0,667.78998757,0.1450000025,52.0,79.0,1.0
1.0,1.0,2.0,2299.8178312525943,4.0,4.0,609.94002154,0.11000000025000001,52.0,100.0,1.0
3.0,4.0,2.0,2271.168851826323,5.0,12.0,639.8700065,0.10600000039999999,52.0,143.0,-2.0
3.0,4.0,4.0,2273.6970824027144,1.0,5.0,224.9499969,0.01,52.0,143.0,0.0
3.0,4.0,6.0,2273.30054415216,4.0,16.0,1069.8100127,0.057500001749999995,52.0,100.0,2.0
3.0,4.0,2.0,1300.8852157914278,2.0,4.0,349.9900055,0.1700000015,52.0,143.0,-2.0
2.0,2.0,3.0,2273.6649328489293,5.0,18.0,1079.8399963000002,0.11400000299999999,52.0,143.0,1.0
3.0,4.0,4.0,496.6160615733311,2.0,5.0,449.93999104,0.1650000065,52.0,70.0,0.0
3.0,4.0,5.0,3503.7095315842585,1.0,4.0,239.9600067,0.02,52.0,70.0,1.0
3.0,4.0,6.0,1838.0123815501295,5.0,11.0,914.92002488,0.0859999984,52.0,70.0,2.0
3.0,4.0,5.0,2273.613434258622,2.0,7.0,399.9500122,0.12000000499999999,52.0,79.0,1.0
3.0,4.0,6.0,2299.8108951222575,4.0,8.0,629.86000828,0.120000002,52.0,79.0,2.0
3.0,4.0,2.0,3156.258406020092,2.0,3.0,229.9900055,0.089999998,52.0,79.0,-2.0
3.0,4.0,3.0,3464.952782348466,3.0,8.0,879.9100037000001,0.15333333366666668,52.0,79.0,-1.0
3.0,4.0,5.0,2272.0460291615113,3.0,12.0,799.8800201,0.06,52.0,70.0,1.0
3.0,4.0,2.0,2272.3089656427105,5.0,13.0,819.77000054,0.146,54.0,103.0,-2.0
3.0,4.0,4.0,2271.74559182832,3.0,3.0,659.960022,0.043333332333333335,54.0,103.0,0.0
3.0,4.0,5.0,3457.7770720217986,1.0,1.0,59.99000168,0.039999999,54.0,72.0,1.0
3.0,4.0,6.0,2273.9554726580245,5.0,14.0,889.84002688,0.08600000199999999,54.0,72.0,2.0
3.0,4.0,4.0,2285.455951869336,4.0,7.0,679.9400139,0.08499999899999999,54.0,91.0,0.0
3.0,4.0,5.0,1142.0508421090394,4.0,9.0,439.95000844000003,0.06999999975,54.0,91.0,1.0
3.0,4.0,6.0,2272.117101289803,2.0,2.0,529.9700164999999,0.0249999995,54.0,91.0,2.0
3.0,4.0,2.0,329.6752046103624,3.0,9.0,529.9900055,0.056666667000000004,54.0,91.0,-2.0
3.0,4.0,3.0,1387.3279991165828,3.0,5.0,299.94000624,0.18333333466666668,54.0,72.0,-1.0
3.0,4.0,4.0,1594.846967927594,2.0,3.0,119.97000503999999,0.029999999,54.0,72.0,0.0
3.0,4.0,6.0,3112.3629232610683,2.0,2.0,349.980011,0.029999999,54.0,103.0,2.0
3.0,4.0,3.0,2298.0801259310306,3.0,4.0,529.96001436,0.023333333,54.0,111.0,-1.0
3.0,4.0,4.0,2273.4591184133014,2.0,6.0,299.9400024,0.190000005,54.0,91.0,0.0
3.0,4.0,5.0,2272.193670309516,4.0,7.0,799.9200287,0.1000000025,54.0,103.0,1.0
3.0,4.0,6.0,2270.193307307247,3.0,6.0,669.9300232,0.143333334,54.0,91.0,2.0
3.0,4.0,2.0,635.0387939400581,3.0,4.0,499.94001008,0.14666666566666667,54.0,91.0,-2.0
1.0,1.0,2.0,1397.0815406896213,5.0,5.0,1159.93003468,0.0539999994,54.0,91.0,1.0
1.0,1.0,2.0,3739.8633248588044,3.0,8.0,609.8800201,0.09333333333333334,54.0,91.0,1.0
3.0,4.0,6.0,1376.7157902806177,2.0,2.0,329.980011,0.125,54.0,103.0,2.0
3.0,4.0,2.0,2274.2763629215037,1.0,4.0,159.9600067,0.01,54.0,111.0,-2.0
3.0,4.0,3.0,1142.0508421090394,5.0,15.0,1049.81999976,0.0779999982,54.0,103.0,-1.0
3.0,4.0,4.0,2256.38119919977,1.0,2.0,119.9800034,0.159999996,54.0,111.0,0.0
1.0,1.0,2.0,2267.8450639952734,1.0,1.0,59.99000168,0.02,54.0,72.0,1.0
2.0,2.0,3.0,2268.0209379224934,2.0,6.0,359.9400024,0.1750000045,54.0,72.0,1.0
2.0,2.0,4.0,1123.663389161792,2.0,2.0,189.98000718,0.080000003,54.0,91.0,2.0
2.0,2.0,5.0,2271.131468133925,2.0,4.0,309.9600067,0.1449999955,54.0,91.0,3.0
2.0,2.0,2.0,3170.0934672405874,3.0,5.0,955.9300232,0.06000000066666667,54.0,91.0,0.0
2.0,2.0,3.0,1513.610192434148,3.0,6.0,729.9700164999999,0.129999999,54.0,91.0,1.0
2.0,2.0,4.0,2271.486834892623,5.0,12.0,929.87003708,0.0700000006,54.0,91.0,2.0
2.0,2.0,5.0,2272.278970806444,3.0,5.0,399.9900055,0.05333333466666667,54.0,91.0,3.0
3.0,4.0,6.0,1309.3751566314725,3.0,3.0,459.9700165,0.07333333433333333,54.0,91.0,2.0
3.0,4.0,2.0,1565.1155738414795,1.0,1.0,299.980011,0.180000007,54.0,111.0,-2.0
3.0,4.0,3.0,2268.199987870512,4.0,11.0,1159.8800126,0.1750000045,54.0,103.0,-1.0
2.0,2.0,4.0,2299.9858126056056,3.0,9.0,704.91001317,0.116666667,54.0,72.0,2.0
3.0,4.0,5.0,1189.0523109856501,2.0,8.0,253.91999812,0.110000003,54.0,91.0,1.0
3.0,4.0,6.0,3504.4715468297313,1.0,5.0,299.9500122,0.02,54.0,91.0,2.0
3.0,4.0,2.0,2273.4314682366285,4.0,6.0,639.9400177,0.07249999900000001,54.0,111.0,-2.0
3.0,4.0,3.0,2270.555457427253,4.0,10.0,1229.8900299,0.10250000050000001,54.0,111.0,-1.0
3.0,4.0,4.0,1218.2836466167414,4.0,9.0,879.9000245,0.15250000149999998,54.0,103.0,0.0
3.0,4.0,5.0,1720.0871842324714,3.0,7.0,749.9300232,0.143333334,54.0,103.0,1.0
3.0,4.0,6.0,1422.390092850792,1.0,1.0,199.9900055,0.039999999,54.0,103.0,2.0
3.0,4.0,2.0,3175.570188126073,1.0,2.0,99.95999908,0.150000006,54.0,103.0,-2.0
2.0,2.0,3.0,1503.5313098470601,5.0,17.0,1244.8200148800001,0.128,54.0,103.0,1.0
2.0,2.0,4.0,3523.7388703184583,3.0,10.0,535.90001294,0.079999998,54.0,72.0,2.0
2.0,2.0,6.0,3315.227401208094,1.0,1.0,299.980011,0.159999996,54.0,103.0,4.0
1.0,1.0,2.0,3243.41614055408,2.0,2.0,154.98000527,0.0900000025,54.0,111.0,1.0
2.0,2.0,3.0,2272.6374130716567,3.0,6.0,621.97001077,0.05666666866666667,54.0,111.0,1.0
1.0,1.0,2.0,634.0111166015906,2.0,2.0,429.9700165,0.08500000299999999,54.0,111.0,1.0
1.0,1.0,2.0,1580.548733709885,3.0,9.0,799.8800049,0.12333333233333334,54.0,111.0,1.0
3.0,4.0,6.0,2272.5217201178984,2.0,7.0,369.9800034,0.08,54.0,111.0,2.0
3.0,4.0,2.0,1244.4746696943912,1.0,1.0,129.9900055,0.01,54.0,103.0,-2.0
3.0,4.0,4.0,1261.524754862799,1.0,1.0,50.0,0.200000003,54.0,72.0,0.0
3.0,4.0,6.0,2111.4100501576904,4.0,7.0,619.9400177,0.0925000005,54.0,103.0,2.0
3.0,4.0,3.0,3089.3192613244164,4.0,9.0,919.9300232,0.1049999985,54.0,91.0,-1.0
3.0,4.0,5.0,1348.4106319745256,5.0,7.0,1449.93003086,0.0979999996,45.0,103.0,1.0
0.0,0.0,0.0,1345.4363112802969,5.0,13.0,1259.8100128,0.132000002,45.0,72.0,0.0
0.0,0.0,0.0,2271.8384701155464,4.0,8.0,419.93001556,0.150000001,45.0,91.0,0.0
0.0,0.0,0.0,2270.4147534573062,5.0,15.0,734.92000578,0.13999999899999999,45.0,103.0,0.0
1.0,1.0,2.0,3128.5646766391997,1.0,1.0,50.0,0.159999996,45.0,103.0,1.0
1.0,1.0,2.0,1590.7608160610828,5.0,15.0,1157.8300171,0.1000000024,45.0,103.0,1.0
2.0,2.0,4.0,302.8268949447993,1.0,1.0,50.0,0.150000006,45.0,72.0,2.0
1.0,1.0,2.0,2269.6148225289526,3.0,7.0,679.9400177,0.10000000033333334,45.0,72.0,1.0
3.0,4.0,3.0,2271.4979761842833,4.0,9.0,619.95000844,0.11500000125,45.0,72.0,-1.0
3.0,4.0,4.0,3157.1442378199763,5.0,9.0,904.90000735,0.0779999978,45.0,72.0,0.0
3.0,4.0,5.0,1249.8905744771944,2.0,5.0,399.9100037,0.12000000100000001,45.0,111.0,1.0
3.0,4.0,4.0,2269.750945063056,4.0,8.0,1099.930008,0.11500000099999999,45.0,72.0,0.0
3.0,4.0,5.0,1560.4141056419342,1.0,5.0,299.9500122,0.25,45.0,91.0,1.0
3.0,4.0,6.0,680.7485238822761,3.0,6.0,579.91001128,0.083333332,45.0,91.0,2.0
3.0,4.0,2.0,2268.130210550535,5.0,12.0,1199.8500214,0.08399999820000001,45.0,91.0,-2.0
3.0,4.0,4.0,3542.4267878605815,1.0,1.0,199.9900055,0.170000002,45.0,72.0,0.0
3.0,4.0,2.0,1382.4387499702266,3.0,4.0,501.95001413,0.013333333000000001,45.0,72.0,-2.0
1.0,1.0,2.0,3168.76538408101,1.0,1.0,129.9900055,0.119999997,45.0,103.0,1.0
1.0,1.0,2.0,480.66191135759277,1.0,1.0,299.980011,0.039999999,45.0,111.0,1.0
3.0,4.0,3.0,2274.1179360240412,5.0,11.0,569.91000362,0.0760000014,45.0,111.0,-1.0
3.0,4.0,4.0,2300.0058320959206,3.0,11.0,531.88999367,0.11999999966666668,45.0,111.0,0.0
3.0,4.0,5.0,2271.0405541735045,1.0,3.0,150.0,0.039999999,45.0,72.0,1.0
3.0,4.0,6.0,1583.555228425933,3.0,6.0,449.93000789999996,0.07666666533333334,45.0,72.0,2.0
3.0,4.0,2.0,2269.980029027668,5.0,12.0,689.9400100600001,0.08399999999999999,45.0,72.0,-2.0
0.0,0.0,0.0,2271.19323504482,2.0,4.0,200.0,0.055,45.0,72.0,1.0
0.0,0.0,0.0,3084.3812327721325,4.0,10.0,519.87000457,0.18250000025000002,45.0,72.0,1.0
1.0,1.0,2.0,2582.1239651526544,1.0,1.0,99.98999786,0.100000001,45.0,72.0,1.0
2.0,2.0,3.0,1187.5038984260432,4.0,9.0,459.85000988,0.17000000275,45.0,111.0,1.0
1.0,1.0,2.0,1577.7355890571039,4.0,8.0,729.93001558,0.055,45.0,111.0,1.0
1.0,1.0,2.0,2270.2470501760613,1.0,5.0,499.9500122,0.01,45.0,111.0,1.0
1.0,1.0,2.0,3057.0261145372597,1.0,1.0,99.98999786,0.090000004,45.0,111.0,1.0
1.0,1.0,2.0,2592.084918557077,1.0,1.0,129.9900055,0.039999999,45.0,111.0,1.0
1.0,1.0,2.0,3553.529850838296,3.0,5.0,339.92000958,0.13333333466666666,45.0,111.0,1.0
3.0,4.0,5.0,3308.1752997323406,4.0,4.0,919.9400253599999,0.09500000224999999,45.0,111.0,1.0
3.0,4.0,6.0,1572.292582287673,5.0,9.0,619.91000744,0.08399999840000001,45.0,72.0,2.0
3.0,4.0,2.0,3080.7847387631587,4.0,10.0,969.9300232,0.08250000325,45.0,103.0,-2.0
0.0,0.0,0.0,2273.772189099099,3.0,10.0,849.8000031,0.12666666666666668,45.0,103.0,1.0
0.0,0.0,0.0,498.66244844457214,5.0,16.0,1147.8800202,0.0920000016,45.0,103.0,1.0
0.0,0.0,0.0,1337.17332789923,4.0,13.0,854.9499969999999,0.134999999,45.0,103.0,1.0
0.0,0.0,0.0,3410.876544736962,1.0,3.0,179.9700012,0.039999999,45.0,103.0,1.0
0.0,0.0,0.0,3124.6584682912585,4.0,11.0,739.9400177,0.13750000025,45.0,103.0,1.0
1.0,1.0,2.0,2273.7037956903782,4.0,14.0,639.85999288,0.100000001,45.0,103.0,1.0
1.0,1.0,2.0,756.7890240714138,1.0,4.0,159.9600067,0.180000007,45.0,91.0,1.0
1.0,1.0,2.0,2124.2391811892344,2.0,2.0,179.9900055,0.150000002,45.0,72.0,1.0
1.0,1.0,2.0,1146.4716404173207,5.0,10.0,1309.8900147,0.12200000100000001,45.0,72.0,1.0
1.0,1.0,2.0,1419.2604335952592,2.0,2.0,439.97001267999997,0.190000005,56.0,72.0,1.0
1.0,1.0,2.0,1756.006662079343,3.0,9.0,649.9400177,0.10333333466666667,56.0,72.0,1.0
3.0,4.0,6.0,1571.4500563715262,1.0,5.0,199.9499969,0.129999995,56.0,91.0,2.0
